5
6
4
4
3
4
3
1
4
6
5
3
7
5
4
3
3
6
5
2
6
5
4
3
7
6
7
3
4
5
7
5
6
1
2
4
6
6
5
6
4
8
5
3
1
8
5
4
4
6
4
6
2
5
8
4
5
6
5
2
4
3
4
4
2
5
4
3
4
6
7
4
8
5
6
7
8
3
5
5
7
3
9
7
2
5
6
4
5
5
6
6
4
6
6
4
5
7
4
5
