6
4
4
7
7
6
4
2
0
6
4
5
4
5
4
2
4
0
6
2
4
4
5
3
5
2
3
5
7
3
3
2
3
3
3
4
7
3
3
3
4
3
5
0
3
6
6
3
4
5
5
2
3
2
5
4
4
7
4
3
5
4
4
6
6
2
2
3
1
4
3
2
4
3
5
5
2
6
1
5
3
1
3
3
5
6
5
3
3
4
5
4
6
2
4
4
4
2
5
7
